lambda_smote,lambda_ctgan,lambda_adasyn,weights,accuracy,precision,recall,f1
0.65,0.35000000000000003,-5.551115123125783e-17,"(0.65, 0.35000000000000003, -5.551115123125783e-17)",0.8575,0.8666666666666667,0.845,0.8556962025316455
0.7000000000000001,0.0,0.29999999999999993,"(0.7000000000000001, 0.0, 0.29999999999999993)",0.85,0.8626943005181347,0.8325,0.8473282442748091
0.7000000000000001,0.05,0.24999999999999994,"(0.7000000000000001, 0.05, 0.24999999999999994)",0.85375,0.8694516971279374,0.8325,0.8505747126436781
0.7000000000000001,0.1,0.19999999999999993,"(0.7000000000000001, 0.1, 0.19999999999999993)",0.8425,0.8530927835051546,0.8275,0.8401015228426396
0.7000000000000001,0.15000000000000002,0.1499999999999999,"(0.7000000000000001, 0.15000000000000002, 0.1499999999999999)",0.855,0.8622448979591837,0.845,0.8535353535353536
0.7000000000000001,0.2,0.09999999999999992,"(0.7000000000000001, 0.2, 0.09999999999999992)",0.85125,0.8630490956072352,0.835,0.8487928843710293
0.7000000000000001,0.25,0.04999999999999993,"(0.7000000000000001, 0.25, 0.04999999999999993)",0.8475,0.8601036269430051,0.83,0.8447837150127224
0.7000000000000001,0.30000000000000004,-1.1102230246251565e-16,"(0.7000000000000001, 0.30000000000000004, -1.1102230246251565e-16)",0.84,0.8617021276595744,0.81,0.8350515463917526
0.75,0.0,0.25,"(0.75, 0.0, 0.25)",0.86125,0.8772845953002611,0.84,0.8582375478927202
0.75,0.05,0.2,"(0.75, 0.05, 0.2)",0.85,0.8553299492385786,0.8425,0.8488664987405541
0.75,0.1,0.15,"(0.75, 0.1, 0.15)",0.85375,0.8600508905852418,0.845,0.8524590163934427
0.75,0.15000000000000002,0.09999999999999998,"(0.75, 0.15000000000000002, 0.09999999999999998)",0.85125,0.8593350383631714,0.84,0.8495575221238938
0.75,0.2,0.04999999999999999,"(0.75, 0.2, 0.04999999999999999)",0.83875,0.8537859007832899,0.8175,0.8352490421455938
0.75,0.25,0.0,"(0.75, 0.25, 0.0)",0.86125,0.8753246753246753,0.8425,0.8585987261146497
0.75,0.30000000000000004,-0.050000000000000044,"(0.75, 0.30000000000000004, -0.050000000000000044)",0.8525,0.8596938775510204,0.8425,0.851010101010101
0.8,0.0,0.19999999999999996,"(0.8, 0.0, 0.19999999999999996)",0.855,0.8717277486910995,0.8325,0.8516624040920717
0.8,0.05,0.14999999999999997,"(0.8, 0.05, 0.14999999999999997)",0.8525,0.8652849740932642,0.835,0.8498727735368956
0.8,0.1,0.09999999999999995,"(0.8, 0.1, 0.09999999999999995)",0.85125,0.8556962025316456,0.845,0.8503144654088051
0.8,0.15000000000000002,0.04999999999999993,"(0.8, 0.15000000000000002, 0.04999999999999993)",0.85125,0.8575063613231552,0.8425,0.8499369482976041
0.8,0.2,-5.551115123125783e-17,"(0.8, 0.2, -5.551115123125783e-17)",0.86125,0.87146529562982,0.8475,0.8593155893536121
0.8500000000000001,0.0,0.1499999999999999,"(0.8500000000000001, 0.0, 0.1499999999999999)",0.84875,0.8661417322834646,0.825,0.8450704225352113
0.8500000000000001,0.05,0.09999999999999991,"(0.8500000000000001, 0.05, 0.09999999999999991)",0.865,0.8782383419689119,0.8475,0.8625954198473282
0.8500000000000001,0.1,0.049999999999999906,"(0.8500000000000001, 0.1, 0.049999999999999906)",0.84875,0.8623376623376623,0.83,0.8458598726114649
0.8500000000000001,0.15000000000000002,-1.1102230246251565e-16,"(0.8500000000000001, 0.15000000000000002, -1.1102230246251565e-16)",0.855,0.8622448979591837,0.845,0.8535353535353536
0.9,0.0,0.09999999999999998,"(0.9, 0.0, 0.09999999999999998)",0.8425,0.8567708333333334,0.8225,0.8392857142857143
0.9,0.05,0.049999999999999975,"(0.9, 0.05, 0.049999999999999975)",0.85125,0.8649350649350649,0.8325,0.8484076433121019
0.9,0.1,-2.7755575615628914e-17,"(0.9, 0.1, -2.7755575615628914e-17)",0.85375,0.8713910761154856,0.83,0.8501920614596671
0.9,0.15000000000000002,-0.050000000000000044,"(0.9, 0.15000000000000002, -0.050000000000000044)",0.855,0.8641025641025641,0.8425,0.8531645569620254
0.9500000000000001,0.0,0.04999999999999993,"(0.9500000000000001, 0.0, 0.04999999999999993)",0.85875,0.8651399491094147,0.85,0.8575031525851198
0.9500000000000001,0.05,-6.938893903907228e-17,"(0.9500000000000001, 0.05, -6.938893903907228e-17)",0.86375,0.8798955613577023,0.8425,0.8607918263090677
1.0,0.0,0.0,"(1.0, 0.0, 0.0)",0.8575,0.8647959183673469,0.8475,0.8560606060606061
1.0,0.05,-0.05,"(1.0, 0.05, -0.05)",0.85375,0.8675324675324675,0.835,0.8509554140127388
